episode,season,scene_id,location,scene_text,dominant_emotion,emotion_scores
S03E04,3,S03E04_SCENE_1,PRESIDENTIAL HOTEL - FISK'S PENTHOUSE,"Guard: Up! Up! Up! Room check! Lim: Convict, stand and face the wall! Guard: Comb the area. We'll be conducting a mandatory sweep of the area. You're to cooperate with all instructions. You understand? Fisk: I understand. Lim: Check. Lim: I am searching your person to ensure you're not carrying anything that might be harmful to yourself or others. Do you understand? Fisk: I understand. Lim: Check. Turn around. Fisk: Are we finished here? Lim: All clear. Driver: Oh, these mornings are getting colder and colder. Piece of crap can't keep up for nothing. Where we off to, boss?",anger,"{""anger"": 0.2993487740556399, ""disgust"": 0.036816986898581185, ""fear"": 0.1257659246524175, ""neutral"": 0.061901954313119255}"
S03E04,3,S03E04_SCENE_10,NEW YORK BULLETIN - KAREN'S OFFICE,"Karen: Gelsdorf... Karen: Hi. Yes. I know you said you couldn't meet until Friday morning, but I found something. I don't think it can wait till then. Yes, absolutely. Off the record. Karen: No, only somebody who works at the FDIC can help me. You will? Thank you so much. No... Yeah, tomorrow is perfect. Great. I think I figured out how Fisk got his money out of the country. Ellison: I can't even get a hello anymore. Karen: Sorry. Hey, how are you? Ellison: I am... confused. Uh, Mitchell Ellison, editor in chief of the New York Bulletin, pleased to meet you. And who might you be? Karen: I'm sorry. What? Ellison: Well, you couldn't be the Karen Page I've come to know and respect because that Karen Page takes the stories I give her without a fight. Karen: Look, I told you I would take the story, and I am. Ellison: And yet, the Rostam Kazemi piece that I asked you to write, which should have been filed an hour ago, has yet to materialize. Karen: I had other work to do. And I've been making some good headway on the Fisk piece. Ellison: We already published the Fisk piece. Karen: Well, there's follow-up. Ellison: There always is. Sit. Karen: Mitch... Ellison: Sit. Please. You know I'd do anything for you, right? I mean, shit, you helped me bag my first Pulitzer. Karen: You earned that Pulitzer. Ellison: Yeah, well... I wouldn't have if it weren't for you. So believe me when I say that what I'm about to do... I'm only doing it because I care. Karen: What are you about to do? Ellison: I'm taking you off of anything Wilson Fisk. Karen: What? Ellison: You heard me. Karen: Why? Ellison: Because you have become one of those reporters who has fallen into the trap of thinking they're more important than the story. And I'm trying to save you from that. Karen: ""Save me""? Ellison: From becoming the story. I mean, that's what you want, isn't it? To break this thing wide open, be the reporter who exposed Wilson Fisk's big secret? I've seen it a million times. Reporter gets so obsessed with some story that they can't see straight. They start cutting corners. You're chasing. You're chasing, Karen. And that is when you make mistakes. Karen: I haven't made any mistakes. Ellison: Not yet. But you're headed down that road. I can see it. And I know you probably can't. But take a step back. Look in the mirror. You're exhausted. You look like shit. When was the last time you got a decent night's sleep? Karen: Last night. Ellison: Don't bullshit a bullshitter. Karen: I know what I'm doing. Ellison: I'm sure you think you do. But I am your boss. And I'm telling you, no more Fisk. You wanna know why I'm doing this? It's not to punish you. It's because you are a damn good reporter. And I don't want you to screw this up for yourself. You got talent, kid. Real talent. Don't waste it. Karen: So that's it? Ellison: That's it. Now get me that Kazemi piece.",anger,"{""anger"": 0.2993487740556399, ""disgust"": 0.036816986898581185, ""fear"": 0.1257659246524175, ""neutral"": 0.061901954313119255}"
S03E04,3,S03E04_SCENE_11,PRISON - CELL BLOCK,"Guard: Keep moving. Inmate 1: Fresh meat! Inmate 2: Hey, pretty boy! Inmate 3: Yo, homes, you lost? Guard: In here. Inmate: You the lawyer? Matt: Yeah. Inmate: Vic wants to see you. Matt: That's why I'm here. Inmate: You're in the wrong place. This ain't where we meet. Matt: Where, then? Inmate: The showers. After count. Someone will come get you. Matt: The showers? Inmate: You got a problem with that? Matt: No. No problem.",anger,"{""anger"": 0.2993487740556399, ""disgust"": 0.036816986898581185, ""fear"": 0.1257659246524175, ""neutral"": 0.061901954313119255}"
S03E04,3,S03E04_SCENE_12,FBI SAFE HOUSE - COMMON AREA,"Dex: It would be inappropriate of me to comment on the ongoing investigation into the motorcade attack. It would also be inappropriate of me to tell you that there was a slight discrepancy between your official report and the forensic analysis of the shooting. Ray: Yeah, it would be inappropriate for you to tell me all this. Dex: Because of you, my wife still has her husband... and my son still has his father.",anger,"{""anger"": 0.2993487740556399, ""disgust"": 0.036816986898581185, ""fear"": 0.1257659246524175, ""neutral"": 0.061901954313119255}"
S03E04,3,S03E04_SCENE_13,POLICE UNION FUNCTION,"Foggy: Detective! Brett: The hell are you doing here? This is a union-only function. Foggy: You know what I love about our dynamic? We skip the pleasantries. No hellos. No how-you-beens. Straight to business. Brett: I'm about to get to the business of dragging your ass up outta here. Foggy: I wouldn't have intruded if it wasn't important. Brett: Let me guess. You need a favor. Foggy: See? Do you have this kind of shorthand with anyone else? Brett: Wilson Fisk. His cushy new situation is a federally-funded slap in the face to every officer in this room. Foggy: No shit. Not sure what that has to do with you crashing this party, though. Brett: I want to say a few words, express my solidarity. And it would play better if you gave me the floor. Just to say a few things. Foggy: It's been a long week, Foggy, okay? And you talking is only gonna drag it out. Now, it's time to go. In handcuffs or on your own. Brett: Say no more. Foggy: Hey, Brett, how's it going? Excuse me, esteemed constables. Guys, could I have... Officer 1: Hey, Counselor, I personally wanna thank you for springing my arson perp out of jail on a technicality. Foggy: Come on. There were mitigating circumstances, and you know it, Officer. His building was not up to code. Officer 1: Let me show you where to stick your mitigating circumstances. Brett: Hey, hey, hey, people, look, um... Nelson's all right. He helped the city put Fisk behind bars. Give him a minute. One minute. Foggy: Officers, I don't mean to disappoint. But I'm not here to talk only about Wilson Fisk. With his name on everyone's lips, he's getting far more publicity than any cop killer deserves. His name deserves to be buried... buried in the same hard earth where he put your fallen brothers. I'm here to talk about Blake Tower... our honorable district attorney. Here's a man charged with ensuring the safety of this city, just as you are. And yet, he stands idly by while the feds whisk that monster out of prison and into the warm lap of luxury. Someone smarter than me... Officer 2: That's a pretty freakin' low bar, isn't it? Foggy: That man said, ""The only thing necessary for the triumph of evil is for good men to do nothing."" Blake Tower is a good man doing nothing. Which is why I'm running my own write-in campaign for district attorney, to oust Blake Tower and to put Wilson Fisk into the deepest prison hole allowable under the Eighth Amendment. And I would love nothing more than to do that with the endorsement of each of you and your illustrious union. Officer 3: All right, where do I sign up?",anger,"{""anger"": 0.2993487740556399, ""disgust"": 0.036816986898581185, ""fear"": 0.1257659246524175, ""neutral"": 0.061901954313119255}"
S03E04,3,S03E04_SCENE_14,STREET - NIGHT,"Man 1: Hey, baby. Hey, baby. Hey, what's up, yo? Man 1: Look at shorty comin'. Hey, hey, let me get your name. Woman: Let's go around. Man 2: What we getting into? Man 3: What's up, y'all? Let me get your names. Man 1: Come on! What we getting into tonight? Man 2: Where you going, Ma? We got all night! See, that ass is walking away, bro. Man 3: Yo, that's all you, bro. That's all you, bro. Man 1: Now, this is a real lady. Man 2: Come here. You coming to say hi? We could have some fun tonight. Yeah, you like fun? Karen: Get out of my way. Man 1: You got bite. Come on, play with us. Karen: Let's play a game. Man 2: What do you wanna play? Karen: The one where I play scared little girl? 'Cause it seems you like scaring girls. Man 3: It's all good. We was just having fun. Karen: Let's have fun. Huh? Who goes first? You? Me? Man 1: Lady, we were just being friendly. Karen: Then this is just a friendly reminder that games like that can get your head blown off. Why are you still here?",anger,"{""anger"": 0.2993487740556399, ""disgust"": 0.036816986898581185, ""fear"": 0.1257659246524175, ""neutral"": 0.061901954313119255}"
S03E04,3,S03E04_SCENE_15,FBI SAFE HOUSE - SECURITY CHECKPOINT,"Dex: Trouble at home? Ray: Um, no, I... Actually, that's none of my business. Dex: No, no. Um... I could use some help, advice. I don't know. You've taken fire before, right? Ray: Enough. Dex: You have kids at the time? Ray: Your boy having trouble with the shooting? Dex: Yeah. Yeah, he's, uh, not sleeping, you know... watching the news. Stuff like that. I mean, I think the best thing to do is talk to him like a man. Tell him that the job I do is dangerous, but I... Ray: My advice... don't. Dex: I tried that with my daughter. It freaked her out so bad, she wouldn't let me leave the house in the morning. She lay across the door and cried until I called in and took the day. Treat your son like a CI. Ray: Make my kid my snitch? Dex: Snitch lives in a scary world they don't control, and they depend on you to keep 'em safe. Sound familiar? Ray: Yeah, but lying to my son... Dex: My dad was a trucker. He mostly hauled chemical tankers. He'd bring 'em to the house overnight before heading out sometimes. And I'd have nightmares, thinking about what could happen. But when my dad found out, he showed me a diamond-shaped decal on the back with the colors and numbers. He told me the numbers tell you how high the level of danger is. He only hauled level four, safest stuff. Once I knew that, it didn't seem so scary anymore. Ray: Level four is the most lethal code. Dex: But I didn't know that. And I didn't worry when he drove off every morning in a rolling fire bomb. The lies that keep us safe are the ones worth telling. Dex: Coming?",anger,"{""anger"": 0.2993487740556399, ""disgust"": 0.036816986898581185, ""fear"": 0.1257659246524175, ""neutral"": 0.061901954313119255}"
S03E04,3,S03E04_SCENE_16,FDIC EMPLOYEE'S HOUSE,"Gelsdorf: Ms. Page? What are you doing here? Karen: I know we had an appointment for tomorrow, but what we have to talk about can't wait till then. Gelsdorf: This is my home. My family is upstairs. Karen: I know. I'm sorry. Gelsdorf: You're lucky I'm willing to talk to you, period. If my bosses at the FDIC found out I was talking... Karen: Red Lion National Bank. Gelsdorf: And how the hell did you get my address? Did Ellison put you up... Karen: No. Ellison doesn't know that I'm here. He doesn't know that I reached out to you. I know that looks bad... Gelsdorf: And if you did, you wouldn't be standing here. Karen: The sooner you tell me about Red Lion, the sooner I go. Gelsdorf: Wilson Fisk is laundering his money through that bank. We're talking millions of dollars. Gelsdorf'S Wife: Honey, who's at the door? Gelsdorf: Someone from work. Karen: The FDIC has to be monitoring a bank involved... Gelsdorf: We're done here. Karen: Hey! No, I just... I need proof. Give me a contact at the bank. Gelsdorf: I'll be having words with Ellison in the morning. Karen: Give me a name, you will never see me again. Gelsdorf'S Wife: Honey, what's going on? Gelsdorf: There's only one name worth checking into, and... good luck squeezing anything out of him. Karen: Who? Gelsdorf: Felix Manning. Karen: Thank you. Gelsdorf: Thank me by getting the hell off my property. Karen: Sorry.",anger,"{""anger"": 0.2993487740556399, ""disgust"": 0.036816986898581185, ""fear"": 0.1257659246524175, ""neutral"": 0.061901954313119255}"
S03E04,3,S03E04_SCENE_17,FBI SAFE HOUSE - FISK'S AREA,"Agent: I thought you were relieved for the day. Dex: Is everyone gone? Agent: Yeah. Dex: Good. Yeah, that's good. Why don't you go downstairs, grab a cup of coffee? My treat. Agent: Yeah. That's a good idea. I'll just... Yeah. Dex: Do you remember these men? Fisk: They were among the Albanians who attacked the motorcade. Winn: Did you see these men die? Fisk: Yes, I did. Winn: And did you see who shot them? Fisk: There was only one FBI agent left standing. Special Agent Poindexter. Winn: The moment he shot them, can you describe, for the record, what you saw? Fisk: They were armed. Special Agent Poindexter gave them a chance to surrender, but then their weapons came up to shoot him. He killed them both in self-defense. Winn: Thank you for your time, Mr. Fisk. Dex: What's your game? Fisk: Game? Dex: I don't need any favors from you, convict. Fisk: Favors, no. But sympathy... Papers, protests... the mockery. I can carry this burden of humiliation, but you? You're a dedicated federal agent. Dex: You don't know anything about me. Fisk: Neither does the Bulletin. The press is labeling the attack on my life as an FBI disaster. And now they're investigating you for doing your job. They're questioning you for your exceptionalism. You saved my life! And the lives of honorable federal agents. Did they report that? No. Instead, they vilify... and demean your act of courage. The world is changing. The real heroes are ridiculed and dismissed. And for that, I offer my sympathy.",anger,"{""anger"": 0.2993487740556399, ""disgust"": 0.036816986898581185, ""fear"": 0.1257659246524175, ""neutral"": 0.061901954313119255}"
S03E04,3,S03E04_SCENE_18,PRISON - CELL,"Matt: Where are we? Where... Wait... Hey, hold up. Stop the car. Man: No problem. We'll get you home. Matt: Who are you? Hey! Hey! No, no, no. No.",anger,"{""anger"": 0.2993487740556399, ""disgust"": 0.036816986898581185, ""fear"": 0.1257659246524175, ""neutral"": 0.061901954313119255}"
S03E04,3,S03E04_SCENE_19,DRAMATIC MUSIC PLAYING,,anger,"{""anger"": 0.2993487740556399, ""disgust"": 0.036816986898581185, ""fear"": 0.1257659246524175, ""neutral"": 0.061901954313119255}"
S03E04,3,S03E04_SCENE_2,FOGGY AND MARCI'S APARTMENT,"Foggy: Matt shows up alive, then tells me I'm never gonna see him again. Only I, Foggy Nelson, can be ghosted by a ghost. Marci: It's locked. Like it was the last time you checked it. Foggy: We need to get another dead bolt installed. A single dead bolt and a measly chain? Might as well be a beaded curtain. Marci: Foggy, relax. Foggy: Relax? Are you even listening to me? Wilson Fisk wants my scalp. And for all we know, he wants yours, too. It's not like you've done him any favors. And of course Matt wants me to stick to the sidelines while he deals with Fisk. Only Matt Murdock is fit for the real action. Just because I'm not... Marci: What? Foggy: Nothing. I don't even know what I'm saying anymore. Marci: Foggy, breathe. Matt was gone. Now he's back. Fisk is out, and I have no idea where that leaves me. Foggy: Screw the sidelines. We go on the offense. Marci: Offense? With Fisk? He has the law and the FBI on his side. And it's not like we've heard a statement from the DA condemning his release. No, no, nothing to jeopardize Blake Tower's reelection. God forbid he grow a pair. Foggy: Oh, that could work. Marci: Blake Tower growing a pair? Not gonna happen. Foggy: No, think about it. The best way to protect yourself from Fisk is to make noise, is to be out in the open. Marci: Oh, like a public execution. Foggy: Like a public call to action. If Blake Tower won't do anything to stop Fisk, then run against him for district attorney. Marci: If you're already a target, you might as well be the first person to take a swing. Foggy: No, I'm serious. The more public, the more you're protected. Marci: There's no way I can win. Foggy: Well, of course not. Marci: Thank you for the confidence. Foggy: Anyways, we're light-years past the deadline. Marci: Then run as a write-in. You base your candidacy on a single issue. Putting Fisk back behind bars. You'd bag a few votes. I mean, not enough to win, but you'd get the issue out there. Plus, you'd make a few friends in the NYPD, and... that's not the worst thing for a defense attorney. Foggy: Or you could keep checking the locks. Marci: I won't let anything happen to you. Foggy: Oh, baby. Foggy: Then we better start working on that swing. After coffee. Marci: You're buying. Foggy: Have you seen my wallet?",anger,"{""anger"": 0.2993487740556399, ""disgust"": 0.036816986898581185, ""fear"": 0.1257659246524175, ""neutral"": 0.061901954313119255}"
S03E04,3,S03E04_SCENE_20,END OF EPISODE,,anger,"{""anger"": 0.2993487740556399, ""disgust"": 0.036816986898581185, ""fear"": 0.1257659246524175, ""neutral"": 0.061901954313119255}"
S03E04,3,S03E04_SCENE_3,TAXI - EN ROUTE TO PRISON,"Driver: This is good? Matt: Yeah, here's fine. Hey, you paying with card? 'Cause, you know, cash is better. Matt: Wait for me. Driver: Oh, yeah. Yeah, I can do that.",anger,"{""anger"": 0.2993487740556399, ""disgust"": 0.036816986898581185, ""fear"": 0.1257659246524175, ""neutral"": 0.061901954313119255}"
S03E04,3,S03E04_SCENE_4,PRISON - ENTRANCE,"Matt: Hi. Good morning. Guard: Purpose for your visit? Matt: I have an appointment with my client. I called earlier. I should be on the visitor list. Guard: ID. Matt: I can't find my wallet. Did I leave it at home, or drop it in the cab... Guard: Without picture ID, I can't... Matt: Just give me one second. Guard: Sir, please step aside while... Matt: This is my New York Bar number. Now, it's not picture ID, I know, but it did take seven years and cost me $200,000 in student loans. Does it, uh, buy me anything? Guard: Name? Matt: Nelson. Franklin Nelson.",anger,"{""anger"": 0.2993487740556399, ""disgust"": 0.036816986898581185, ""fear"": 0.1257659246524175, ""neutral"": 0.061901954313119255}"
S03E04,3,S03E04_SCENE_5,THEME MUSIC PLAYING,,anger,"{""anger"": 0.2993487740556399, ""disgust"": 0.036816986898581185, ""fear"": 0.1257659246524175, ""neutral"": 0.061901954313119255}"
S03E04,3,S03E04_SCENE_6,FBI SAFE HOUSE - FISK'S LOCATION,Man: How you doin'? Ray: Good. Man: You're holding up? Ray: Mm-hmm.,anger,"{""anger"": 0.2993487740556399, ""disgust"": 0.036816986898581185, ""fear"": 0.1257659246524175, ""neutral"": 0.061901954313119255}"
S03E04,3,S03E04_SCENE_7,PRISON - VISITING AREA,"Michael: Matt! I thought Foggy... Matt: What's up, Michael? Michael: Oh, man. It's good to see you. Matt: It's good to see you, too. Even if it is in this shithole. Michael: I'm sure you're wondering... I'm sorry, I shouldn't have said shithole. I'm trying not to curse. What's the point of me getting out of here in 18 months with a degree in psychology, top of my class... if I still swear like a goddamn sailor? Did it again. Matt: Well, sorry. Saint Matthew. Michael: No, come on, I'm no saint. You and Foggy got 10 years knocked off my sentence. If that's not divine intervention, huh? Michael: Where is Foggy? I've never seen you two apart. Matt: We're not, uh... We're not working together anymore. Michael: Aw, man, that sucks. Matt: Yeah. Listen, I don't want anyone, even Foggy, to know that I was here, so... Michael: Yeah, I can do that. Matt: Appreciate it. Michael: So, what's the big mystery? Matt: Yeah, so, look, you, um... worked with the Albanians, right? Michael: A long time ago. Low-level stuff. Mostly just running. Matt: Mm-hmm. But they're offering you protection in here? Michael: What do you want with the Albanians? Matt: I want an introduction. Michael: If somebody needs a defense lawyer, I'll make sure to pass your name along. Glowing review. But, you know, folks in here, they're murdering bastards. Matt: I want an introduction to Vic Jusufi. Michael: Nobody gets in with Vic. Matt: You can't make it happen? Man: ...and the extra two years added? Michael: What do you want with him, anyway? Matt: Wilson Fisk could've turned on any crime organization. I want to know why the Albanians. What did they have on Fisk? Michael: Just, uh... let this go. Matt: No, I can't do that. Fisk stays out, innocent people die. Michael: I don't know shit. Matt: Michael, you can help me. Michael: No. Matt: Come on. Michael: You're gonna get me killed. Michael: Get this guy away from me! I don't know him! Get him away! Get him away! Guard: That's enough! Michael: Assault by an inmate... I said nothing. On my mother! My mother! Guard 2: Sir? Matt: It's all right. It's just a misunderstanding. Guard: Mr. Nelson, you need to get checked out by the nurse. Matt: It's fine. I'm fine. Guard: Then you can say that on an incident report. Liability reasons. Can't let you leave until you sign one. Matt: Yeah, all right. Guard 2: Follow me. Man: He's right in there.",anger,"{""anger"": 0.2993487740556399, ""disgust"": 0.036816986898581185, ""fear"": 0.1257659246524175, ""neutral"": 0.061901954313119255}"
S03E04,3,S03E04_SCENE_8,FBI SAFE HOUSE - RAY'S AREA,"Seema: Hi, boys. Ray: Hi. Seema: Hey. I brought clothes, mouthwash, and some leftover chole. Ray: Thanks. Seema: Hey, I'm sorry. It's gonna be like this all week. Ray: You promise me you'll eat? Your face looks thin. Seema: Fine. Okay, I'll eat. Ray: I love you. We gotta go. Seema: What ""we""? Is Sami here? Ray: He's in the car, killing aliens on my phone. Seema: I'd love to see him. Bring him up. Ray: You're working, and I don't want to be late. Seema: Late? Late for what? Ray: Late for my sister's. Sami is gonna stay there for a couple of days. Seema: Sami has a bed. Ray: One that he can't sleep in. Seema: What do you mean? What's going on? Ray: He stays up all night, waiting for you to come home. He's been watching the news. He's... He's scared something is going to happen to you. Seema: Look at me. I'm fine. Ray: Are you? 'Cause Sami isn't the only one who's scared. Let him stay with Nav and the kids. Get his mind off all of this. Seema: No. I'll talk to him when I come home. Look... nothing bad is gonna happen to me. Ray: I was at the hospital. I talked to the other spouses waiting outside the ER. None of those agents thought anything bad was going to happen to them, either. Seema: I know how much this promotion means, but nothing is worth... Ray: We can talk about this later. Seema: Sami is going to my sister's. Make sure you eat.",anger,"{""anger"": 0.2993487740556399, ""disgust"": 0.036816986898581185, ""fear"": 0.1257659246524175, ""neutral"": 0.061901954313119255}"
S03E04,3,S03E04_SCENE_9,PRISON - INTAKE AREA,"Guard 1: Face the wall. Let's go. Turn around. Against the wall. Against the wall. Now. Foreheads to the wall. Let's go, gentlemen. Spread your legs. Guard 2: Wait in here. Nurse should be by. Matt: Thanks.",anger,"{""anger"": 0.2993487740556399, ""disgust"": 0.036816986898581185, ""fear"": 0.1257659246524175, ""neutral"": 0.061901954313119255}"
S03E05,3,S03E05_SCENE_1,PRESIDENTIAL HOTEL - FISK'S PENTHOUSE,"Donovan: There is no corpse. There's no corpse. Fisk: I heard you. Remind Felix Manning that I do not tolerate loose ends. Donovan: Yes, Mr. Fisk. But the body was probably just swept away in the current. Even if Murdock somehow escaped from the cab, how does a blind man swim to shore? Fisk: This look like a blind man to you? Donovan: We investigated him thoroughly. His associates. Medical and school records all check out. All confirm that Matt Murdock lost his sight at age nine. Fisk: Yes. Nevertheless... a man capable of that could have survived. And he threatened to come between Vanessa and I. Donovan: It's time for the government to honor our deal. Thanks to my client, the Albanian Syndicate has been completely wiped out. Their counterfeiting ring, their Dark Web child pornography. And the Jalisco connection Mr. Fisk divulged last week gave the DEA an early and very white Christmas. And in exchange for his ongoing cooperation, the DOJ will not be filing charges against Vanessa Marianna. Mr. Fisk is also entitled to the return of certain personal belongings, supervised movement within the hotel. Ray: He'll get everything he was offered. In time. Donovan: That time is now, Special Agent Nadeem. Unless you'd like my client to stop talking. Fisk: FBI has sacrificed a great deal for me. And I will continue to cooperate and trust you'll honor your word. There's a criminal I've employed. A facilitator. On my behalf, he's laundered and hid money, bribed law enforcement and court officials, orchestrated perjured testimony, manufactured evidence. Ray: Who is he? Fisk: A lawyer. Matthew Murdock.",neutral,"{""anger"": 0.058429449796676636, ""disgust"": 0.08085911273956299, ""fear"": 0.06111118793487549, ""neutral"": 0.2269041895866394, ""sadness"": 0.040766122937202456}"
S03E05,3,S03E05_SCENE_10,PRESIDENTIAL HOTEL - BAR,"Bartender: Can I get you started with something to drink? Dex: Looks like you need a little more time. I'll grab you a water. Julie: This is gonna sound random, but did you used to work at the Brooklyn Suicide Hotline? Dex: Yeah. Yeah, I did. That... was a tough job. Julie: It was. You probably don't remember me. I'm Julie. Dex: Dex. Yeah, of course I remember you. Julie: Small world, huh? Dex: I haven't seen you in here before. Julie: It's... it's my first day, actually. I got offered double the pay to leave my last job if I could start here immediately. Not that I'm complaining. What about you? Are you staying at the hotel? Dex: No. I live here. In New York, not in the hotel. Dex: The FBI has an office upstairs. We're guarding Wilson Fisk. Julie: A G-man. Woman: Excuse me, miss! Hello? Julie: I need to go help that table so they don't fire me on my first day. Dex: What time do you get off? Julie: In about an hour. Dex: Do you wanna hang out after? Catch up? Julie: Uh... Yeah. That... That'd be great. Dex: Hmm.",neutral,"{""anger"": 0.058429449796676636, ""disgust"": 0.08085911273956299, ""fear"": 0.06111118793487549, ""neutral"": 0.2269041895866394, ""sadness"": 0.040766122937202456}"
S03E05,3,S03E05_SCENE_11,NELSON'S MEATS - CAMPAIGN EVENT,"Theo: I got your coppa, your prosciutto, your mocetta, your sweet soppressata. All you can eat. Free! For anybody who promises to vote for Foggy Nelson, my less handsome brother. Foggy: You can't do that, Theo. It violates election law. It's an illegal inducement to vote. Theo: I don't see Mrs. Wobschall calling the cops. Mrs. Callahan: May I borrow a pen? Foggy: Is that an actual ballot, Mrs. Callahan? Mrs. Callahan: I just voted for you. Absentee. When Wilson Fisk set off those explosives in Hell's Kitchen, I lost my husband. Everything that matters, gone. Except my vote. I'm counting on you, Foggy. You get that son of a bitch. Foggy: I will. I promise. Thank you, everyone. And I'll be here till close to answer any questions. Ray: Yeah, I got a few. Like, what's the secret ingredient in your world-famous Nelson's sub? Foggy: A soft robiola. Ray: Perfect. Uh, team at work is gonna love that. Uh... Give me six. Foggy: Uh, Theo can help you at the counter. Ray: Is there anything else? Foggy: Yeah. When's the last time you saw Matt Murdock? Ray: Who are you? Foggy: Crashing my campaign event, trying to intimidate me, dropping the names of my friends... I'm not backing off my criticism of the feds' love affair with Fisk! Ray: You seem like a decent guy, Mr. Nelson. You care about people. About doing the right thing. I'm guessing that's why you ditched Matt Murdock as your law partner in the first place. Am I correct? Foggy: You really think I'm gonna answer a question that leading? Ray: To be clear: did you dissolve your partnership because Mr. Murdock took on Wilson Fisk as a client? Foggy: If you're referring to a single case where we represented a client who allegedly worked for Fisk even though we didn't know that at the time... the answer's no. It had nothing to do with it. Nelson and Murdock represented a lot of clients, for whom all work was completely ethical and legal and protected by attorney-client privilege. Ray: When's the last time you saw Matt Murdock? Foggy: Two nights ago. Ray: Where? Foggy: A bar in Hell's Kitchen. Ray: And what did you discuss? Foggy: That we hadn't seen each other in a while. Ray: Did he tell you where he was going? Foggy: No. Ray: Where you could find him? Foggy: No. Ray: Did he tell you anything? Foggy: That he was sorry. Ray: About what? Foggy: That our friendship isn't what it used to be. Ray: So you didn't knowingly give him your bar ID? Foggy: What? Foggy: Of course not. Why would I? Ray: So he could enter a prison, falsely using your identity, and make contact with an Albanian gang linked to the murder of nine federal agents. Foggy: I... I didn't give him my ID. Nor was I aware of anything that he was planning. But with all due respect, I think you have Matt Murdock all wrong. Ray: Yeah, well, uh... I don't think I do. I think Matt Murdock is hiding a double life. Lawyer by day and criminal by night. And you and Ms. Page both know all about it. It makes you uncomfortable. And complicit. And that's why you're no longer law partners or friends. Because once he's finally caught, you know you're on the hook as an accessory to his crimes. Or, if you're lucky, simply aiding and abetting. Foggy: Remind me, Special Agent Nadeem, what's Matt being charged with? Ray: Nothing so far. Foggy: Great. Then the only thing I'm aiding and abetting is your exit. Don't forget to vote.",neutral,"{""anger"": 0.058429449796676636, ""disgust"": 0.08085911273956299, ""fear"": 0.06111118793487549, ""neutral"": 0.2269041895866394, ""sadness"": 0.040766122937202456}"
S03E05,3,S03E05_SCENE_12,RESTAURANT/CAFE - DEX AND JULIE'S DATE,"Julie: Every day? Julie: FDR Drive's my favorite route, too. There's nothing in the world like a winter run on the East River. Between your workout habits and new gig, it's... it's almost like you're stalking me. Dex: Damn. The secret's out. Julie: So... why aren't you in social work anymore? Dex: Uh... Tried to pursue my dream as a dancer. It actually was going pretty well until I tore my ACL, again. Julie: I'm sorry. That must've been really hard. But you were brave to go for it in the first place. Dex: I, um... I didn't have a backup plan. My parents made the mistake of telling me I could be anything I wanted. Julie: Must've been nice to hear, even if it didn't work out. Dex: My parents were never really that involved. Julie: Sounds like you didn't need the message anyhow. You did great all on your own. Julie: So, what's it like working for Wilson Fisk? Dex: I don't work for him. I work for the federal government. Julie: Must be scary to be up close and personal with someone so dangerous. Dex: It is what it is. Julie: Do you think a killer like that deserves a second chance? Dex: You worked at the hotline for three years. I think you of all people would believe everyone deserves a second chance. Julie: How did you know I worked there for three years? You were only there for one. Dex: You mentioned it earlier. You quit to do ballet. Julie: Did I also mention ballet earlier? Specifically? Dex: I guess I... I just assumed. Julie: Anyway, um... It's late. I should get home. Dex: You're ditching me? Julie: No, not at all. I... I just have to go feed my dog. Dex: You don't have a dog. Julie: How do you know that? Dex: Julie, you're misreading this. Let me pay for dinner. We'll go for a walk in the park. I'll explain. Julie: Dinner's on me. Dex: Julie. You're very special to me. Julie: Let go of me, Dex. Please. Dex: I said let go!",neutral,"{""anger"": 0.058429449796676636, ""disgust"": 0.08085911273956299, ""fear"": 0.06111118793487549, ""neutral"": 0.2269041895866394, ""sadness"": 0.040766122937202456}"
S03E05,3,S03E05_SCENE_13,FOGGY AND KAREN'S MEETING,"Karen: Just being at Matt's apartment, and his bloody clothes... And I just... It threw me. Nadeem's smart. I probably gave him everything he needs to figure it out. Foggy: Wait. You told the FBI that Matt is Daredevil? Karen: No, no. Of course not. Karen: They know he's hiding something. It's not what they think, but this is bad. This is really bad. Infinitely bad. We could all go to jail. Foggy: Foggy... Karen: I should've never let Matt tell you his secret. This is my fault. I'm not gonna let you pay for our shitty mistakes. If it comes to it, I'll plead in exchange for your immunity. Foggy: Foggy... You always see the good in people. But you put us on such high pedestals, you can't see who we really are. I didn't tell the FBI Matt is Daredevil. I did something worse. Karen: Karen, breathe. I'm in trouble. Foggy: Tell me what happened. Karen: I'm gonna need attorney-client privilege before I can. Foggy: Okay, um, give me five bucks. Foggy: Good enough. I'm officially your lawyer. Karen: Do you remember the... the Healy trial? And there was that... that guy from... from CGI who offered us a stupid amount of money to take his case? Foggy: Yeah, how could I forget that creep? Karen: His name's James Wesley. He worked for Fisk. He disappeared shortly after that, and they think Matt had something to do with it. Foggy: That's crazy. Matt had nothing to do with that. Karen: I know. But if they keep investigating, they're gonna find out that I did. Foggy: What? Karen: I killed him. Dex: Shit. Shit.",neutral,"{""anger"": 0.058429449796676636, ""disgust"": 0.08085911273956299, ""fear"": 0.06111118793487549, ""neutral"": 0.2269041895866394, ""sadness"": 0.040766122937202456}"
